number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
1915,Number of Wonderful Substrings,https://leetcode.com/problems/number-of-wonderful-substrings,Medium,430,31,5340,13661,39.089378522802136,13.870967741935484
229,Majority Element II,https://leetcode.com/problems/majority-element-ii,Medium,3295,238,226203,563675,40.13003947310063,13.844537815126051
1396,Design Underground System,https://leetcode.com/problems/design-underground-system,Medium,886,64,73077,101815,71.77429651819477,13.84375
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,Medium,3067,222,132297,329475,40.153881174595945,13.815315315315315
1475,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,Easy,647,47,54548,72903,74.82270962786168,13.76595744680851
1130,Minimum Cost Tree From Leaf Values,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,Medium,2489,181,59916,88016,68.07398654790038,13.751381215469614
1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination,Medium,659,48,42060,59195,71.0532984204747,13.729166666666666
1936,Add Minimum Number of Rungs,https://leetcode.com/problems/add-minimum-number-of-rungs,Medium,151,11,14413,34927,41.266069230108506,13.727272727272727
1504,Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones,Medium,1150,84,27879,46003,60.602569397647976,13.69047619047619
995,Minimum Number of K Consecutive Bit Flips,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,Hard,628,46,21874,43338,50.473025981817344,13.652173913043478
1553,Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,Hard,505,37,18040,57261,31.504863694312007,13.64864864864865
59,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii,Medium,1922,141,267266,448833,59.54686932556207,13.631205673758865
1376,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees,Medium,1074,79,63097,109576,57.58286486091845,13.594936708860759
1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,Easy,1559,115,213769,243904,87.64472907373393,13.556521739130435
234,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list,Easy,6227,463,736283,1679034,43.85158370825129,13.449244060475163
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn,Medium,1975,147,69602,133233,52.24081121043586,13.435374149659864
997,Find the Town Judge,https://leetcode.com/problems/find-the-town-judge,Easy,1904,142,187697,376375,49.86967784789106,13.408450704225352
1686,Stone Game VI,https://leetcode.com/problems/stone-game-vi,Medium,335,25,7899,15198,51.973943939992104,13.4
1884,Egg Drop With 2 Eggs and N Floors,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors,Medium,333,25,8248,11788,69.96946046827281,13.32
117,Populating Next Right Pointers in Each Node II,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,Medium,2782,209,358858,821209,43.69874173322504,13.311004784688995
403,Frog Jump,https://leetcode.com/problems/frog-jump,Hard,1870,141,131650,312292,42.156059072918936,13.26241134751773
1765,Map of Highest Peak,https://leetcode.com/problems/map-of-highest-peak,Medium,357,27,11150,19324,57.700269095425384,13.222222222222221
890,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern,Medium,1459,111,87413,115748,75.52009537961779,13.144144144144144
778,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water,Hard,1404,107,54502,94315,57.78720245984202,13.121495327102803
461,Hamming Distance,https://leetcode.com/problems/hamming-distance,Easy,2383,182,413365,562023,73.54948107105938,13.093406593406593
1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,Medium,482,37,24071,53388,45.08691091631078,13.027027027027026
1338,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half,Medium,910,70,72328,105760,68.38880484114978,13.0
1906,Minimum Absolute Difference Queries,https://leetcode.com/problems/minimum-absolute-difference-queries,Medium,286,22,5932,14035,42.265764161026006,13.0
1189,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons,Easy,648,50,70897,114340,62.00542242434843,12.96
785,Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite,Medium,3112,241,223767,453591,49.3323280223814,12.91286307053942
700,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree,Easy,1742,135,317031,429140,73.87589131751876,12.903703703703703
430,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,Medium,2618,203,176179,306371,57.505116345868245,12.89655172413793
445,Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii,Medium,2707,210,261765,456013,57.402968775012994,12.89047619047619
715,Range Module,https://leetcode.com/problems/range-module,Hard,772,60,34910,82809,42.15725343863589,12.866666666666667
13,Roman to Integer,https://leetcode.com/problems/roman-to-integer,Easy,1569,122,1117001,1941130,57.54385332254923,12.860655737704919
381,Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,Hard,1280,100,91747,260382,35.23553855489243,12.8
1404,Number of Steps to Reduce a Number in Binary Representation to One,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium,371,29,20049,39860,50.29854490717511,12.793103448275861
33,Search in Rotated Sorted Array,https://leetcode.com/problems/search-in-rotated-sorted-array,Medium,9390,735,1103300,3005496,36.70941501835304,12.775510204081632
1072,Flip Columns For Maximum Number of Equal Rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,Medium,421,33,14551,23353,62.30891106067743,12.757575757575758
153,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,Medium,4199,330,657151,1401888,46.87614131799402,12.724242424242425
1518,Water Bottles,https://leetcode.com/problems/water-bottles,Easy,547,43,40906,67745,60.38231603808399,12.720930232558139
1687,Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,Hard,178,14,2817,7777,36.22219364793622,12.714285714285714
1706,Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,Medium,470,37,16887,26157,64.5601559811905,12.702702702702704
399,Evaluate Division,https://leetcode.com/problems/evaluate-division,Medium,3909,308,200558,361187,55.52746915032933,12.691558441558442
1137,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,Easy,774,61,94754,167134,56.69343161774385,12.688524590163935
57,Insert Interval,https://leetcode.com/problems/insert-interval,Medium,3473,274,392353,1083330,36.21731143788135,12.675182481751825
17,Letter Combinations of a Phone Number,https://leetcode.com/problems/letter-combinations-of-a-phone-number,Medium,7150,565,927721,1809723,51.26314911177015,12.654867256637168
1494,Parallel Courses II,https://leetcode.com/problems/parallel-courses-ii,Hard,442,35,7717,25022,30.840860043162017,12.628571428571428
1253,Reconstruct a 2-Row Binary Matrix,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,Medium,252,20,16490,38958,42.32763488885467,12.6
173,Binary Search Tree Iterator,https://leetcode.com/problems/binary-search-tree-iterator,Medium,4094,328,437540,702059,62.32239740534627,12.481707317073171
1900,The Earliest and Latest Rounds Where Players Compete,https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete,Hard,137,11,3131,6245,50.136108887109685,12.454545454545455
1115,Print FooBar Alternately,https://leetcode.com/problems/print-foobar-alternately,Medium,411,33,42971,72638,59.15774112723368,12.454545454545455
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision,Medium,2328,187,133191,304219,43.78128913710189,12.449197860962567
1952,Three Divisors,https://leetcode.com/problems/three-divisors,Easy,112,9,16436,29404,55.89715684940825,12.444444444444445
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium,535,43,26458,40764,64.90530860563241,12.44186046511628
1718,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,Medium,298,24,6757,13646,49.5163417851385,12.416666666666666
1502,Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,Easy,422,34,56081,79775,70.29896584142902,12.411764705882353
1710,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,Easy,839,68,76895,106197,72.40788346186804,12.338235294117647
1910,Remove All Occurrences of a Substring,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,Medium,259,21,12861,17960,71.60913140311804,12.333333333333334
114,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,Medium,5240,426,494859,903303,54.78327870050249,12.300469483568076
1750,Minimum Length of String After Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,Medium,172,14,10273,24251,42.361139746814565,12.285714285714286
1766,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,Hard,172,14,4011,10961,36.59337651674117,12.285714285714286
903,Valid Permutations for DI Sequence,https://leetcode.com/problems/valid-permutations-for-di-sequence,Hard,405,33,9743,17247,56.490983939235804,12.272727272727273
222,Count Complete Tree Nodes,https://leetcode.com/problems/count-complete-tree-nodes,Medium,3373,275,320224,622278,51.45995841087102,12.265454545454546
1799,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,Hard,245,20,7927,17348,45.694028130043804,12.25
1798,Maximum Number of Consecutive Values You Can Make,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,Medium,330,27,6876,14388,47.78982485404504,12.222222222222221
1381,Design a Stack With Increment Operation,https://leetcode.com/problems/design-a-stack-with-increment-operation,Medium,744,61,50228,65150,77.09593246354567,12.19672131147541
1753,Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,Medium,303,25,15537,24400,63.67622950819673,12.12
1845,Seat Reservation Manager,https://leetcode.com/problems/seat-reservation-manager,Medium,180,15,12330,21605,57.07012265679241,12.0
1380,Lucky Numbers in a Matrix,https://leetcode.com/problems/lucky-numbers-in-a-matrix,Easy,610,51,50884,72267,70.41111433987851,11.96078431372549
1191,K-Concatenation Maximum Sum,https://leetcode.com/problems/k-concatenation-maximum-sum,Medium,669,56,19970,81295,24.564856387231686,11.946428571428571
1326,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,Hard,967,81,36345,76263,47.6574485661461,11.938271604938272
894,All Possible Full Binary Trees,https://leetcode.com/problems/all-possible-full-binary-trees,Medium,1825,153,62152,79196,78.47871104601242,11.928104575163399
1655,Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,Hard,155,13,5777,14331,40.31121345335287,11.923076923076923
473,Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square,Medium,1285,108,66221,165265,40.06958521162981,11.898148148148149
214,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,Hard,1891,159,121797,390761,31.169180138243068,11.89308176100629
392,Is Subsequence,https://leetcode.com/problems/is-subsequence,Easy,2983,251,332334,666777,49.841851173630765,11.884462151394422
743,Network Delay Time,https://leetcode.com/problems/network-delay-time,Medium,3032,256,170560,366294,46.56368927691963,11.84375
232,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,Easy,2106,178,304515,561502,54.23222000990201,11.831460674157304
1497,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,Medium,591,50,23503,58228,40.363742529367315,11.82
493,Reverse Pairs,https://leetcode.com/problems/reverse-pairs,Hard,1850,157,63491,223843,28.364076607264916,11.78343949044586
1342,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,Easy,1082,92,210397,245725,85.62295248753688,11.76086956521739
1598,Crawler Log Folder,https://leetcode.com/problems/crawler-log-folder,Easy,317,27,29151,45541,64.01045212006763,11.74074074074074
1704,Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,Easy,352,30,68145,86817,78.49269152354954,11.733333333333333
1544,Make The String Great,https://leetcode.com/problems/make-the-string-great,Easy,536,46,38713,69338,55.832299749055345,11.652173913043478
1899,Merge Triplets to Form Target Triplet,https://leetcode.com/problems/merge-triplets-to-form-target-triplet,Medium,197,17,10286,17237,59.673957185125026,11.588235294117647
1296,Divide Array in Sets of K Consecutive Numbers,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,Medium,857,74,49020,87763,55.85497305242528,11.58108108108108
551,Student Attendance Record I,https://leetcode.com/problems/student-attendance-record-i,Easy,127,11,120198,257197,46.733826599843695,11.545454545454545
1901,Find a Peak Element II,https://leetcode.com/problems/find-a-peak-element-ii,Medium,241,21,5005,8385,59.68992248062015,11.476190476190476
847,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,Hard,1054,92,26463,48092,55.02578391416451,11.456521739130435
1480,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array,Easy,1779,156,414377,465519,89.01398224347449,11.403846153846153
1462,Course Schedule IV,https://leetcode.com/problems/course-schedule-iv,Medium,513,45,22617,48603,46.53416455774335,11.4
1552,Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls,Medium,723,64,17634,34161,51.62026872749627,11.296875
155,Min Stack,https://leetcode.com/problems/min-stack,Easy,5778,515,784210,1638816,47.852229902563806,11.219417475728156
